epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
170,26510.7,0.63526,0.75059,1.36262,0.9169,0.85035,0.90206,0.56778,0.62244,0.58413,1.36052,0.004423,0.004423,0.004423
171,26667.2,0.63449,0.74962,1.3575,0.91599,0.85092,0.90218,0.56814,0.62236,0.58435,1.36037,0.00439,0.00439,0.00439
172,26822.5,0.63395,0.7456,1.35265,0.91338,0.85145,0.9022,0.56762,0.62241,0.58388,1.3602,0.004357,0.004357,0.004357
173,26977.6,0.63545,0.74855,1.35654,0.91443,0.85162,0.90248,0.56781,0.62234,0.58375,1.35988,0.004324,0.004324,0.004324
174,27134.1,0.6344,0.74528,1.34937,0.91285,0.85162,0.90223,0.56793,0.62225,0.58352,1.3595,0.004291,0.004291,0.004291
175,27289.6,0.63373,0.73944,1.35065,0.91295,0.85176,0.90264,0.56828,0.62223,0.58318,1.35933,0.004258,0.004258,0.004258
176,27444.6,0.63585,0.75007,1.34886,0.91279,0.85158,0.90231,0.56828,0.62211,0.58279,1.35897,0.004225,0.004225,0.004225
177,27600.2,0.6338,0.74565,1.3528,0.91227,0.8518,0.90222,0.56857,0.62207,0.58276,1.35863,0.004192,0.004192,0.004192
178,27756.5,0.63365,0.74145,1.35305,0.91315,0.85158,0.9023,0.56838,0.62202,0.58287,1.3584,0.004159,0.004159,0.004159
179,27915.5,0.63522,0.74086,1.3542,0.91366,0.85158,0.90272,0.5685,0.62199,0.5824,1.35845,0.004126,0.004126,0.004126
180,28072.9,0.63488,0.7361,1.3484,0.91405,0.85178,0.90296,0.56841,0.62197,0.58222,1.35799,0.004093,0.004093,0.004093
181,28229.7,0.63437,0.7404,1.34664,0.91334,0.8523,0.90272,0.56847,0.62191,0.58212,1.35761,0.00406,0.00406,0.00406
182,28386.5,0.63482,0.74422,1.3512,0.91194,0.85288,0.90399,0.5688,0.62196,0.58211,1.35736,0.004027,0.004027,0.004027
183,28543.5,0.63269,0.73684,1.34164,0.91092,0.85382,0.90391,0.56893,0.62198,0.58171,1.35712,0.003994,0.003994,0.003994
184,28702.5,0.63358,0.72763,1.34322,0.91187,0.85376,0.90374,0.56898,0.62197,0.58182,1.35692,0.003961,0.003961,0.003961
185,28860.8,0.63439,0.74733,1.3453,0.91136,0.85355,0.90405,0.56917,0.62192,0.58185,1.3564,0.003928,0.003928,0.003928
186,29018.2,0.63224,0.7391,1.34507,0.91146,0.85419,0.9042,0.569,0.6219,0.5813,1.35617,0.003895,0.003895,0.003895
187,29176.2,0.63398,0.73948,1.34123,0.90982,0.85419,0.90426,0.56931,0.62194,0.5814,1.35586,0.003862,0.003862,0.003862
188,29333.5,0.63302,0.74006,1.34818,0.91011,0.85355,0.90413,0.56879,0.62194,0.58133,1.3557,0.003829,0.003829,0.003829
