epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
124,6927.47,1.29574,0.81054,1.28123,0.9017,0.85734,0.9009,0.57171,1.21447,0.61614,1.27023,0.005941,0.005941,0.005941
125,6982.78,1.28734,0.8096,1.27919,0.90461,0.85768,0.90137,0.57082,1.21443,0.61616,1.2702,0.005908,0.005908,0.005908
126,7038.12,1.29162,0.81665,1.28031,0.9056,0.8605,0.90221,0.57122,1.21379,0.61505,1.27025,0.005875,0.005875,0.005875
127,7093.18,1.28036,0.80072,1.27652,0.90442,0.8628,0.90226,0.57195,1.21354,0.61484,1.2704,0.005842,0.005842,0.005842
128,7148.43,1.29046,0.81972,1.28101,0.91065,0.86149,0.90258,0.57183,1.21443,0.61459,1.27083,0.005809,0.005809,0.005809
129,7203.9,1.2867,0.80215,1.27265,0.90929,0.86158,0.90246,0.57146,1.21297,0.6142,1.26955,0.005776,0.005776,0.005776
130,7259.3,1.28624,0.813,1.27012,0.91043,0.86023,0.90276,0.57154,1.21241,0.61375,1.26864,0.005743,0.005743,0.005743
131,7315.37,1.2884,0.80727,1.27727,0.90894,0.86535,0.90365,0.57194,1.21159,0.61275,1.26798,0.00571,0.00571,0.00571
132,7371.64,1.28132,0.80593,1.27252,0.90971,0.86608,0.9037,0.5724,1.21124,0.61269,1.26768,0.005677,0.005677,0.005677
133,7427.76,1.27634,0.80059,1.27333,0.9103,0.86556,0.90367,0.57188,1.2114,0.61225,1.26747,0.005644,0.005644,0.005644
