epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
97,14557.7,1.31934,0.88252,1.31612,0.89948,0.84573,0.89206,0.56017,1.23333,0.65395,1.29317,0.006832,0.006832,0.006832
98,14707.7,1.33095,0.87387,1.31961,0.91305,0.83073,0.89296,0.56069,1.22746,0.65309,1.28967,0.006799,0.006799,0.006799
99,14856.8,1.33333,0.88115,1.32345,0.91234,0.83654,0.89425,0.5618,1.22945,0.6527,1.29127,0.006766,0.006766,0.006766
100,15008.5,1.32583,0.8796,1.31447,0.89668,0.85372,0.89398,0.56065,1.23269,0.6505,1.29252,0.006733,0.006733,0.006733
101,15162.3,1.3338,0.88258,1.31744,0.89143,0.85971,0.89319,0.55906,1.23374,0.65009,1.29381,0.0067,0.0067,0.0067
102,15313.2,1.32401,0.86229,1.30853,0.89798,0.8506,0.89308,0.55896,1.23563,0.65021,1.29318,0.006667,0.006667,0.006667
103,15462.5,1.32607,0.85832,1.31612,0.89749,0.85416,0.89306,0.55959,1.2329,0.64936,1.28978,0.006634,0.006634,0.006634
104,15612.5,1.32259,0.8674,1.31093,0.89957,0.85523,0.89135,0.55991,1.23023,0.64913,1.28714,0.006601,0.006601,0.006601
105,15760.8,1.31491,0.86282,1.30755,0.90296,0.85258,0.89257,0.56007,1.23116,0.64736,1.28727,0.006568,0.006568,0.006568
106,15910,1.3147,0.86147,1.30575,0.89761,0.85558,0.89281,0.55872,1.23231,0.64777,1.28805,0.006535,0.006535,0.006535
107,16058.7,1.32519,0.86111,1.30752,0.90213,0.85013,0.89363,0.56002,1.23119,0.6465,1.28717,0.006502,0.006502,0.006502
108,16207.7,1.30796,0.85432,1.30415,0.90204,0.84628,0.89392,0.55965,1.23,0.64458,1.28678,0.006469,0.006469,0.006469
109,16356.4,1.31913,0.86913,1.3032,0.90285,0.84927,0.89379,0.55996,1.22814,0.64498,1.28462,0.006436,0.006436,0.006436
110,16505.9,1.31026,0.85135,1.29927,0.90638,0.84716,0.89291,0.56021,1.22667,0.64212,1.28343,0.006403,0.006403,0.006403
111,16655.7,1.31254,0.84703,1.30416,0.8985,0.85028,0.89284,0.55937,1.22718,0.63986,1.28314,0.00637,0.00637,0.00637
112,16805.9,1.30872,0.84877,1.29748,0.89914,0.8591,0.89308,0.55926,1.22707,0.64049,1.28268,0.006337,0.006337,0.006337
113,16956.3,1.3284,0.86768,1.30789,0.90087,0.85717,0.89354,0.56012,1.22692,0.64106,1.28255,0.006304,0.006304,0.006304
114,17106.1,1.3105,0.84917,1.29508,0.90026,0.85704,0.89419,0.56084,1.22522,0.6417,1.28069,0.006271,0.006271,0.006271
115,17256.4,1.30412,0.84744,1.29008,0.89589,0.8598,0.89335,0.56081,1.22473,0.64037,1.28022,0.006238,0.006238,0.006238
116,17406.5,1.30612,0.84821,1.29322,0.89934,0.85941,0.89417,0.56051,1.22315,0.63917,1.27899,0.006205,0.006205,0.006205
117,17555.3,1.30861,0.84211,1.29475,0.90095,0.85918,0.89423,0.56297,1.21915,0.63877,1.27724,0.006172,0.006172,0.006172
118,17705.1,1.30491,0.85496,1.30053,0.90441,0.85731,0.89462,0.56309,1.22031,0.63721,1.27719,0.006139,0.006139,0.006139
119,17856.6,1.31852,0.85421,1.29575,0.90147,0.85579,0.89514,0.5636,1.22136,0.63739,1.27692,0.006106,0.006106,0.006106
120,18008.6,1.31752,0.86214,1.30125,0.90174,0.85731,0.8954,0.5642,1.22048,0.63524,1.27589,0.006073,0.006073,0.006073
